timestamp,age,gender,city,position,total_experience_years,experience_years_germany,seniority_level,main_technology,yearly_salary_eur,yearly_bonus_stocks_eur,vacation_days,employment_status,contract_duration,work_language,company_size,company_type,job_loss_covid,age_range
2020-11-24 17:51:26,27,Male,Munich,Software Engineer,5.0,1.0,Senior,JavaScript,65000.0,0,22,full_time,Unlimited contract,english,51-100,Product,no,25-34
2020-11-24 17:53:18,38,Male,Koblenz,System Administrator,20.0,2.0,Senior,unknown,44000.0,0,25,full_time,Unlimited contract,german,11-50,Systemhaus,no,35-40
2020-11-24 17:55:30,22,Male,Warsaw,Backend Developer,3.0,0.0,Middle,PHP,30000.0,0,21,full_time,Unlimited contract,polish,51-100,Consulting,no,20-24
2020-11-24 17:57:20,30,Male,Berlin,Devops,9.0,5.0,Lead,Golang,90000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 17:57:39,30,Male,Hamburg,Software Engineer,6.0,0.0,Middle,.NET,60000.0,6000,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 18:01:03,29,Male,Munich,Sw Architect,8.0,3.0,Senior,C++,73000.0,400,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 18:06:17,37,Male,Heidelberg,Software Engineer,15.0,7.0,Senior,ABAP,67500.0,7500,30,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-24 18:09:09,28,Male,Berlin,Sre,6.0,1.5,Middle,Golang,66000.0,122,27,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 18:10:47,28,Female,Berlin,Software Engineer,8.0,0.0,Lead,JavaScript,80000.0,0,28,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 18:12:43,28,Male,Stuttgart,Backend Developer,5.0,1.5,Middle,Java,55000.0,5000,30,full_time,Unlimited contract,german,101-1000,Product,no,25-34
2020-11-24 18:13:06,33,Male,Berlin,Software Engineer,13.0,3.0,Senior,Ruby,75000.0,20000,27,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 18:19:49,38,Male,Cologne,Qa Engineer,7.0,2.0,Middle,unknown,54500.0,0,30,full_time,Unlimited contract,german,11-50,Consulting,no,35-40
2020-11-24 18:22:41,40,Male,Frankfurt,Software Engineer,22.0,3.0,Senior,Java,72000.0,5000,30,full_time,Unlimited contract,german,1000+,Product,no,40-45
2020-11-24 18:25:30,28,Male,Munich,Full-Stack Developer,9.0,1.0,Senior,JavaScript,60000.0,0,28,full_time,Unlimited contract,english,up to 10,Startup,no,25-34
2020-11-24 18:27:22,29,Male,Berlin,Backend Developer,11.0,2.0,Senior,Python,85000.0,4000,30,full_time,Unlimited contract,english,51-100,Product,no,25-34
2020-11-24 18:31:25,31,Male,Berlin,Software Engineer,9.0,1.0,Lead,Java,75000.0,0,24,full_time,Unlimited contract,english,1000+,Startup,no,25-34
2020-11-24 18:32:14,24,Male,Aachen,Hiwi,3.0,2.0,Junior,Python,30000.0,0,14,part_time,Temporary contract,english,11-50,Education,no,20-24
2020-11-24 18:33:17,30,Male,Berlin,Backend Developer,4.0,2.0,Senior,Golang,65000.0,0,0,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 18:36:46,31,Male,Munich,Software Engineer,11.0,1.0,Middle,Python,75000.0,0,Unlimited,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 18:37:32,44,Male,Munich,Software Engineer,28.0,6.0,Senior,C#,78500.0,0,30,full_time,Unlimited contract,english,51-100,Product,no,40-45
2020-11-24 18:39:05,35,Male,Düsseldorf,Product Manager,5.0,2.0,Senior,unknown,56000.0,56000,30,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 18:39:13,41,Female,Munich,Data Engineer,12.0,12.0,Senior,unknown,68000.0,4500,30,full_time,Unlimited contract,german,101-1000,Consulting,no,40-45
2020-11-24 18:40:13,32,Male,Berlin,Software Engineer,12.0,1.0,Senior,Java,83000.0,500,27,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 18:44:33,28,Female,Mannheim,Software Engineer,4.0,4.0,Junior,unknown,53000.0,0,30,full_time,Unlimited contract,english,1000+,Consulting,no,25-34
2020-11-24 18:48:30,30,Male,Karlsruhe,Backend Developer,8.0,8.0,Lead,Python,65000.0,5400,29,part_time,Unlimited contract,english,up to 10,Product,no,25-34
2020-11-24 18:49:18,33,Male,Berlin,Software Engineer,10.0,1.0,Middle,Swift,65000.0,0,27,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 18:49:33,46,Male,Munich,Software Engineer,10.0,2.0,Senior,Python,68500.0,0,28,full_time,Unlimited contract,english,51-100,Startup,no,46-70
2020-11-24 18:50:28,27,Male,Berlin,Frontend Developer,8.0,1.0,Middle,Angular,45000.0,0,28,full_time,Unlimited contract,english,51-100,Product,no,25-34
2020-11-24 18:51:35,32,Male,Berlin,Backend Developer,5.0,3.0,Middle,Ruby,72000.0,0,30,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-24 18:52:09,34,Male,Berlin,Software Engineer,15.0,2.0,Lead,Java,80000.0,12000,28,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 18:53:57,26,Male,"Riga, Latvia",Software Engineer,4.0,0.0,Middle,JavaScript,30000.0,0,20,full_time,Unlimited contract,english,101-1000,Consulting,no,25-34
2020-11-24 18:54:07,41,Male,Berlin,Software Engineer,19.0,7.0,Lead,Python,95500.0,14500,30,full_time,Unlimited contract,english,1000+,Product,no,40-45
2020-11-24 18:54:54,35,Male,Cologne,Software Engineer,14.0,7.0,Senior,C++,72000.0,77000,35,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 18:58:54,26,Male,Hamburg,Software Engineer,7.0,3.5,Senior,TypeScript,72000.0,0,27,full_time,Unlimited contract,german,101-1000,Consulting,no,25-34
2020-11-24 18:59:20,27,Male,Berlin,Mobile Developer,3.0,0.0,Middle,Kotlin,65000.0,0,0,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-24 18:59:38,24,Male,Munich,Software Engineer,3.0,2.0,Middle,Java,77600.0,43500,30,full_time,Unlimited contract,english,1000+,Product,no,20-24
2020-11-24 19:07:37,35,Male,Hamburg,Software Engineer,13.0,3.0,Lead,Scala,95000.0,15000,25,full_time,Unlimited contract,english,51-100,Startup,no,35-40
2020-11-24 19:07:57,31,Male,Düsseldorf,Software Engineer,7.0,3.0,Senior,C++,50400.0,50400,27,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 19:09:32,25,Male,Berlin,Backend Developer,5.0,0.0,Middle,Java,80000.0,0,30,full_time,Unlimited contract,english,1000+,Startup,Unknown,25-34
2020-11-24 19:14:03,37,Male,Zurich,Project Manager,20.0,0.0,Middle,unknown,120000.0,20000,25,full_time,Unlimited contract,english,1000+,Consulting,no,35-40
2020-11-24 19:15:02,30,Male,Moscow,Software Engineer,5.0,0.0,Middle,C,30000.0,0,30,full_time,Unlimited contract,russian,101-1000,Product,no,25-34
2020-11-24 19:19:30,35,Male,Berlin,Qa Engineer,11.0,10.0,Senior,Java,74400.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 19:24:50,37,Male,Hamburg,Software Engineer,15.0,5.0,Senior,Java,70000.0,0,25,full_time,Temporary contract,english,11-50,Startup,no,35-40
2020-11-24 19:30:15,36,Male,Hamburg,Backend Developer,10.0,5.0,Senior,Java,82000.0,0,30,full_time,Unlimited contract,german,51-100,Product,no,35-40
2020-11-24 19:31:46,32,Female,Cologne,Data Scientist,4.0,4.0,Senior,Python,85000.0,88000,30,full_time,Unlimited contract,english,1000+,Consumer Goods,no,25-34
2020-11-24 19:40:48,38,Male,Berlin,Security Engineer,5.0,3.0,Lead,unknown,80000.0,0,30,full_time,Unlimited contract,english,101-1000,Startup,no,35-40
2020-11-24 19:41:27,23,Male,Berlin,Software Engineer,4.0,1.0,Middle,JavaScript,70500.0,0,30,full_time,Unlimited contract,english,1000+,Product,no,20-24
2020-11-24 19:42:42,39,Male,Stuttgart,Software Engineer,11.0,3.0,Lead,PHP,75000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 19:47:34,27,Female,Berlin,Data Scientist,3.0,3.0,Middle,Python,58000.0,1000,24,full_time,Unlimited contract,english,51-100,Product,no,25-34
2020-11-24 19:48:24,50,Male,Berlin,Software Engineer,29.0,2.0,Lead,C++,30000.0,28800,30,full_time,Unlimited contract,german,11-50,Outsourcing,no,46-70
2020-11-24 19:57:46,35,Female,Berlin,Designer (Ui/Ux),15.0,1.0,Middle,unknown,53000.0,65000,Unlimited,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-24 20:01:18,35,Male,Helsinki,Backend Developer,11.0,2.5,Senior,Python,66000.0,2000,28,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 20:02:15,29,Male,Berlin,Backend Developer,10.0,1.0,Senior,Ruby,80000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 20:02:34,30,Male,Munich,Mobile Developer,8.0,2.0,Lead,Swift,75000.0,86000,24,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-24 20:04:24,24,Male,Frankfurt,Frontend Developer,3.0,0.0,Middle,JavaScript,44000.0,3000,26,full_time,Unlimited contract,english,51-100,Product,no,20-24
2020-11-24 20:04:37,28,Male,Würzburg,Software Engineer,8.0,0.0,Senior,Java,75000.0,0,28,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 20:14:50,28,Male,Berlin,Backend Developer,9.0,2.0,Senior,PHP,60000.0,1000,25,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-24 20:15:27,37,Female,Berlin,Designer (Ui/Ux),2.0,1.0,Middle,unknown,70000.0,0,0,full_time,Temporary contract,english,up to 10,Startup,no,35-40
2020-11-24 20:18:31,37,Male,Berlin,Software Engineer,8.0,5.0,Senior,Python,76900.0,77400,26,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 20:23:25,33,Male,Berlin,Technical Lead,10.0,2.0,Lead,unknown,85000.0,0,26,full_time,Unlimited contract,english,1000+,Startup,no,25-34
2020-11-24 20:23:56,30,Male,Kyiv,Backend Developer,8.0,0.0,Middle,JavaScript,30000.0,0,21,full_time,Temporary contract,russian,51-100,Product,no,25-34
2020-11-24 20:25:32,30,Male,Munich,Frontend Developer,4.0,1.0,Middle,JavaScript,55000.0,0,27,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 20:26:19,31,Male,Berlin,Software Engineer,4.0,2.0,Lead,Java,95000.0,0,28,full_time,Unlimited contract,english,1000+,Startup,no,25-34
2020-11-24 20:26:20,29,Male,Munich,Software Engineer,4.0,3.0,Middle,Java,56000.0,0,0,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 20:26:58,28,Female,Berlin,Software Engineer,3.0,3.0,Middle,JavaScript,60000.0,0,28,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-24 20:28:38,31,Female,Munich,Software Engineer,2.0,2.0,Middle,Java,58000.0,3000,28,full_time,Unlimited contract,german,1000+,Product,no,25-34
2020-11-24 20:28:49,34,Male,Berlin,Mobile Developer,9.0,2.0,Senior,Android,72000.0,12,27,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 20:29:04,24,Male,Berlin,Backend Developer,4.0,3.0,Middle,PHP,46000.0,0,28,full_time,Unlimited contract,english,51-100,Startup,no,20-24
2020-11-24 20:29:50,39,Male,Berlin,Devops,15.0,3.0,Senior,Python,70000.0,0,21,full_time,Unlimited contract,english,101-1000,Product,no,35-40
2020-11-24 20:30:14,42,Male,Den Haag,Backend Developer,20.0,6.0,Senior,.NET,75000.0,0,25,full_time,Unlimited contract,english,101-1000,Product,no,40-45
2020-11-24 20:37:40,26,Male,London,Frontend Developer,8.0,0.0,Senior,TypeScript,105000.0,60000,30,full_time,Unlimited contract,english,1000+,Startup,no,25-34
2020-11-24 20:38:22,31,Female,Frankfurt,Software Engineer,2.0,2.0,Junior,unknown,50000.0,0,28,full_time,Unlimited contract,english,1000+,Consulting,no,25-34
2020-11-24 20:39:33,32,Female,Berlin,Mobile Developer,7.0,3.0,Senior,Kotlin,63000.0,0,26,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 20:41:20,30,Female,Berlin,Qa Engineer,4.0,1.0,Middle,unknown,52000.0,0,20,full_time,Unlimited contract,english,51-100,Startup,no,25-34
2020-11-24 20:41:21,23,Male,Berlin,Mobile Developer,3.0,0.0,Lead,Swift,65000.0,65000,25,full_time,Unlimited contract,english,51-100,Startup,no,20-24
2020-11-24 21:04:58,27,Male,Amsterdam,Ml Engineer,4.0,1.0,Middle,Python,62000.0,62000,25,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 21:05:56,27,Male,Berlin,Tech Lead / Full-Stack,5.0,3.5,Lead,Python,90000.0,1000,30,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-24 21:07:50,29,Male,Berlin,Frontend Developer,8.0,4.0,Senior,JavaScript,69000.0,74000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 21:10:08,32,Male,Munich,Software Engineer,10.0,6.0,Senior,Java,88000.0,120000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 21:14:25,31,Male,Berlin,Devops,11.0,4.0,Senior,HCL,81000.0,0,28,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-24 21:21:56,26,Male,Berlin,Marketing Analyst,7.0,2.0,Middle,SQL,60000.0,5000,27,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-24 21:28:26,29,Male,Berlin,Software Engineer,5.0,1.5,Middle,PHP,56000.0,0,30,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-24 21:34:09,30,Male,Hamburg,Frontend Developer,7.0,1.0,Senior,JavaScript,55000.0,0,28,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 21:34:10,38,Male,Berlin,Mobile Developer,10.0,4.0,Senior,Swift,70000.0,0,24,full_time,Unlimited contract,english,1000+,Product,yes,35-40
2020-11-24 21:36:24,32,Male,Berlin,Cto,10.0,4.0,C-level,Java,120000.0,200000,28,full_time,Unlimited contract,english,101-1000,Product,yes,25-34
2020-11-24 21:37:44,25,Male,Berlin,Solution Architect,6.0,2.0,Middle,Java,100000.0,20000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 21:38:24,24,Male,Berlin,Backend Developer,3.0,0.0,Junior,C#,48000.0,0,28,full_time,Temporary contract,english,1000+,Game Company,no,20-24
2020-11-24 21:39:12,24,Male,Tallinn,Software Engineer,3.0,0.0,Junior,Java,30000.0,0,28,full_time,Unlimited contract,english,11-50,Product,no,20-24
2020-11-24 21:45:48,27,Male,Prague,Software Engineer,3.0,0.0,Middle,.NET,30000.0,3520,21,full_time,Temporary contract,czech,11-50,Product,no,25-34
2020-11-24 21:47:25,34,Female,Berlin,Qa Engineer,6.0,2.0,Senior,Ruby,67500.0,0,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 21:47:33,30,Male,Utrecht,Data Scientist,2.0,0.0,Middle,Python,48000.0,10000,25,full_time,Temporary contract,english,1000+,Product,no,25-34
2020-11-24 21:52:03,27,Female,Munich,Frontend Developer,2.0,2.0,Middle,JavaScript,64000.0,0,28,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-24 22:04:32,46,Male,Frankfurt,Software Engineer,23.0,16.0,Senior,C#,90000.0,96000,30,full_time,Unlimited contract,german,1000+,Consulting,no,46-70
2020-11-24 22:08:31,42,Female,Munich,Software Tester,12.0,12.0,Senior,Java,47500.0,47500,28,part_time,Unlimited contract,german,51-100,Product,no,40-45
2020-11-24 22:10:34,40,Female,Berlin,Full-Stack Developer,8.0,8.0,Senior,C#,57000.0,1500,26,full_time,Unlimited contract,german,51-100,Product,no,40-45
2020-11-24 22:17:23,23,Male,Stockholm,Frontend Developer,5.0,1.5,Senior,JavaScript,45600.0,45600,30,full_time,Unlimited contract,english,up to 10,Consulting,no,20-24
2020-11-24 22:28:07,30,Male,Moscow,Backend Developer,2.0,0.0,Junior,Elixir,50000.0,55000,30,freelancer,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-24 22:34:48,40,Male,Braunschweig,Sap Bw Senior Consultant,11.0,11.0,Senior,ABAP,75000.0,5000,30,full_time,Unlimited contract,german,1000+,Financial,no,40-45
2020-11-24 22:41:24,38,Male,Dresden,Software Engineer,10.0,10.0,Lead,Golang,62000.0,0,30,full_time,Unlimited contract,german,51-100,Product,no,35-40
2020-11-24 22:46:49,28,Male,Kyiv,Mobile Developer,5.0,0.0,Senior,Swift,45000.0,0,20,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-24 22:52:26,38,Male,Berlin,Software Engineer,16.0,2.0,Senior,ABAP,83000.0,11000,27,full_time,Unlimited contract,english,1000+,Startup,no,35-40
2020-11-24 23:09:13,32,Male,Hamburg,Software Engineer,12.0,7.0,Senior,Java,66300.0,1000,28,full_time,Unlimited contract,german,101-1000,Product,no,25-34
2020-11-24 23:20:02,33,Female,Berlin,Software Engineer,6.0,3.0,Middle,Java,65000.0,0,28,full_time,Unlimited contract,english,1000+,Startup,no,25-34
2020-11-24 23:38:34,34,Male,Berlin,Software Engineer,13.0,4.0,Lead,Kotlin,85000.0,0,32,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-24 23:42:24,37,Male,Stuttgart,Software Engineer,9.0,5.0,Senior,Qml,60000.0,0,30,full_time,Unlimited contract,english,101-1000,Consulting,no,35-40
2020-11-24 23:44:21,40,Male,Stuttgart,Software Engineer,14.0,14.0,Senior,C,95000.0,0,0,full_time,Unlimited contract,german,1000+,Product,no,40-45
2020-11-24 23:59:07,33,Male,Berlin,Director Of Engineering,10.0,5.0,Director,PHP,100000.0,0,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-25 00:01:55,36,Male,Munich,It Spezialist,15.0,6.0,Senior,Python,79300.0,11900,30,full_time,Unlimited contract,german,1000+,Product,no,35-40
2020-11-25 00:09:51,27,Male,Frankfurt,Software Engineer,5.0,3.0,Middle,C#,48000.0,0,28,full_time,Unlimited contract,english,up to 10,Consulting,no,25-34
2020-11-25 00:41:34,28,Male,Berlin,Software Engineer,6.0,2.0,Middle,PHP,60000.0,0,26,full_time,Unlimited contract,english,101-1000,E-commerce,no,25-34
2020-11-25 01:12:28,23,Male,Warsaw,Software Engineer,4.0,0.0,Middle,PHP,34000.0,0,28,full_time,Temporary contract,english,up to 10,Product,no,20-24
2020-11-25 01:29:48,31,Female,Berlin,Qa Engineer,11.0,1.5,Middle,JavaScript,57000.0,0,30,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-25 05:58:16,34,Male,Tallinn,Software Engineer,12.0,0.0,Middle,PHP,54000.0,0,28,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-25 06:05:32,34,Male,Berlin,Software Engineer,10.0,2.0,Senior,.NET,60000.0,0,28,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-25 07:05:35,38,Male,Munich,Software Engineer,15.0,5.0,Senior,JavaScript,80000.0,6000,30,full_time,Unlimited contract,english,51-100,Corporation,no,35-40
2020-11-25 07:27:58,25,Female,Berlin,Frontend Developer,4.0,1.0,Middle,JavaScript,60000.0,0,23,full_time,Unlimited contract,english,11-50,Startup,yes,25-34
2020-11-25 07:46:34,23,Male,Berlin,Software Engineer,3.0,3.0,Middle,JavaScript,60000.0,6000,30,full_time,Unlimited contract,english,1000+,Product,no,20-24
2020-11-25 07:56:59,30,Male,Munich,Software Engineer,10.0,4.0,Senior,.NET,75000.0,5000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-25 08:05:37,32,Male,Berlin,Engineering Manager,10.0,5.0,Middle,JavaScript,85000.0,0,24,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-25 08:08:50,28,Male,Berlin,Frontend Developer,2.0,2.0,Junior,JavaScript,47000.0,0,26,full_time,Unlimited contract,german,1000+,Publishing,no,25-34
2020-11-25 08:12:21,31,Male,Berlin,Ml Engineer,4.0,4.0,Junior,Python,62000.0,8000,30,full_time,Unlimited contract,german,1000+,Product,no,25-34
2020-11-25 08:17:18,29,Male,Berlin,Designer (Ui/Ux),6.0,2.0,Middle,unknown,56000.0,0,28,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-25 08:35:46,40,Female,Berlin,Software Engineer,1.5,1.5,Junior,JavaScript,50000.0,0,30,full_time,Unlimited contract,english,51-100,Startup,no,40-45
2020-11-25 08:39:38,42,Male,Berlin,Software Engineer,17.0,9.0,Senior,Golang,75000.0,8000,28,full_time,Unlimited contract,english,101-1000,Startup,no,40-45
2020-11-25 08:43:21,40,Male,Berlin,Product Manager,13.0,9.0,Head,unknown,90000.0,10000,30,full_time,Unlimited contract,english,1000+,Product,no,40-45
2020-11-25 08:47:15,27,Male,Berlin,Software Engineer,6.0,3.0,Middle,Java,82000.0,12000,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-25 08:47:37,29,Male,Munich,Software Engineer,8.0,6.0,Middle,PHP,75000.0,0,30,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-25 08:54:22,23,Male,Berlin,Software Engineer,5.0,0.0,Middle,Python,53000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,20-24
2020-11-25 08:55:24,35,Male,Munich,Backend Developer,14.0,2.5,Senior,Java,77000.0,0,30,full_time,Unlimited contract,english,101-1000,Startup,no,35-40
2020-11-25 09:00:23,39,Male,Berlin,Manager,11.0,9.0,Head,Python,120000.0,150000,28,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-25 09:03:05,33,Male,Lübeck,Software Engineer,10.0,1.0,Middle,C#,55000.0,0,27,full_time,Unlimited contract,german,101-1000,Product,no,25-34
2020-11-25 09:04:25,31,Male,Berlin,Software Engineer,10.0,4.0,Lead,Python,82000.0,0,26,full_time,Unlimited contract,english,101-1000,Startup,Unknown,25-34
2020-11-25 09:05:26,38,Male,Berlin,Data Scientist,15.0,2.0,Head,Python,100000.0,120000,27,full_time,Unlimited contract,english,101-1000,Startup,no,35-40
2020-11-25 09:05:43,31,Male,Hamburg,Ml Engineer,3.0,3.0,Lead,Python,70000.0,0,30,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-25 09:06:43,26,Female,Berlin,Data Scientist,2.0,1.0,Junior,Python,47000.0,0,25,full_time,Unlimited contract,english,11-50,Consulting,no,25-34
2020-11-25 09:08:09,30,Male,Berlin,Software Engineer,10.0,4.0,Senior,Java,70000.0,0,27,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-25 09:14:40,33,Male,Munich,Software Engineer,9.0,9.0,Lead,Java,100000.0,0,29,full_time,Unlimited contract,german,51-100,Product,no,25-34
2020-11-25 09:15:08,33,Male,Munich,Software Engineer,11.0,1.0,Senior,Python,65000.0,0,28,full_time,Unlimited contract,english,51-100,Startup,no,25-34
2020-11-25 09:22:40,31,Male,Berlin,Mobile Developer,10.0,3.0,Senior,Swift,80000.0,13500,27,full_time,Unlimited contract,english,1000+,Product,no,25-34
2020-11-25 09:24:45,33,Male,Nürnberg,Data Scientist,2.0,2.0,Middle,Python,54000.0,0,30,full_time,Unlimited contract,english,1000+,Market Research,no,25-34
2020-11-25 09:29:09,43,Male,Munich,Consultant,21.0,3.0,Senior,Java,72000.0,0,28,full_time,Unlimited contract,german,101-1000,Consulting,no,40-45
2020-11-25 09:29:24,36,Male,Berlin,Frontend Developer,14.0,5.0,Senior,JavaScript,78000.0,0,24,full_time,Unlimited contract,english,11-50,Startup,no,35-40
2020-11-25 09:35:28,33,Male,Nürnberg,Software Engineer,9.0,9.0,Senior,JavaScript,60000.0,25000,30,full_time,Unlimited contract,german,1000+,Consulting,no,25-34
2020-11-25 09:40:44,36,Female,Berlin,Devops,1.0,3.0,Middle,Java,60000.0,5000,26,full_time,Unlimited contract,english,51-100,Consulting,no,35-40
2020-11-25 09:44:24,27,Female,Munich,Mobile Developer,1.0,1.0,Junior,Kotlin,50000.0,0,27,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-25 09:45:51,33,Male,Berlin,Software Engineer,12.0,5.0,Lead,Golang,120000.0,50000,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-25 09:49:36,33,Male,Berlin,Data Analyst,2.0,2.0,Middle,SQL,62000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-25 09:56:50,40,Male,Berlin,Qa Engineer,11.0,11.0,Senior,Python,60000.0,1000,28,full_time,Unlimited contract,german,101-1000,Product,no,40-45
2020-11-25 10:02:55,24,Female,Berlin,Software Engineer,2.0,2.0,Middle,unknown,58000.0,0,30,full_time,Unlimited contract,german,11-50,Consulting,no,20-24
2020-11-25 10:15:25,40,Male,Bodensee,Product Manager,17.0,9.0,Lead,Shell Script,81000.0,7000,30,full_time,Unlimited contract,german,11-50,Product,no,40-45
2020-11-25 10:26:16,37,Male,Munich,Devops,13.0,2.0,Lead,unknown,70000.0,0,25,full_time,Unlimited contract,english,11-50,Product,no,35-40
2020-11-25 10:31:01,35,Male,Frankfurt,Frontend Developer,6.0,0.5,Senior,JavaScript,80000.0,0,30,full_time,Unlimited contract,english,11-50,Product,no,35-40
2020-11-25 10:33:07,39,Male,Berlin,Data Scientist,7.0,4.0,Senior,Python,70000.0,70000,28,full_time,Unlimited contract,english,101-1000,Startup,no,35-40
2020-11-25 10:35:44,25,Male,Berlin,Software Engineer,6.0,2.0,Middle,Java,63700.0,1600,29,full_time,Unlimited contract,english,1000+,E-commerce,no,25-34
2020-11-25 10:37:36,27,Male,Berlin,Software Engineer,4.0,1.0,Middle,C#,65000.0,0,30,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-25 10:42:48,30,Male,Berlin,Product Manager,3.0,3.0,Junior,unknown,30000.0,0,30,full_time,Unlimited contract,english,11-50,Product,no,25-34
2020-11-25 10:44:20,28,Male,Berlin,Data Scientist,4.0,4.0,Middle,Python,70000.0,5500,28,full_time,Unlimited contract,english,101-1000,Product,no,25-34
2020-11-25 10:50:19,36,Female,Munich,Frontend Developer,10.0,3.0,Middle,JavaScript,48000.0,0,30,part_time,Unlimited contract,german,101-1000,Product,no,35-40
2020-11-25 10:53:48,29,Female,Berlin,Software Developer In Test,9.0,4.0,Lead,Java,66000.0,0,25,full_time,Unlimited contract,english,101-1000,Startup,no,25-34
2020-11-25 10:55:15,34,Male,Berlin,Mobile Developer,10.0,0.5,Senior,Kotlin,70000.0,0,28,full_time,Unlimited contract,english,51-100,Product,no,25-34
2020-11-25 10:58:00,39,Male,Munich,Software Architect,20.0,12.0,Lead,C++,120000.0,45000,28,full_time,Unlimited contract,english,1000+,Product,no,35-40
2020-11-25 11:07:02,32,Male,Berlin,Software Engineer,6.0,0.0,Middle,PHP,58000.0,0,30,full_time,Temporary contract,german,1000+,Product,yes,25-34
2020-11-25 11:08:17,37,Male,Berlin,Qa Engineer,6.0,6.0,Middle,Java,69200.0,0,28,full_time,Unlimited contract,english,101-1000,Saas,no,35-40
2020-11-25 11:11:06,32,Male,Munich,Software Engineer,7.0,1.0,Senior,Python,72000.0,0,29,full_time,Unlimited contract,english,11-50,Startup,no,25-34
2020-11-25 11:13:31,28,Male,Berlin,Technical Account Manager,4.0,2.0,Key,unknown,57000.0,0,Unlimited,full_time,Unlimited contract,english,101-1000,Product,no,25-34
